chrom	start	end	name	region	meandist	condition
chr10	14896481	14954432	DCLRE1C	chr10_14896481_14954432	0.494629153467539	CMRGs-30X
chr10	26697701	26749210	PDSS1	chr10_26697701_26749210	0.674523677606352	CMRGs-30X
chr10	87659401	87747705	PAPSS2	chr10_87659401_87747705	0.614064166394602	CMRGs-30X
chr10	87862945	87972066	PTEN	chr10_87862945_87972066	0.590746974020175	CMRGs-30X
chr10	88761238	88778242	LIPN	chr10_88761238_88778242	0.629867569597498	CMRGs-30X
chr10	94676317	94736202	CYP2C18	chr10_94676317_94736202	0.698504326133637	CMRGs-30X
chr10	94736958	94872697	CYP2C19	chr10_94736958_94872697	0.437849559085258	CMRGs-30X
chr10	94928511	95000929	CYP2C9	chr10_94928511_95000929	0.488601832002623	CMRGs-30X
chr10	95036744	95069563	CYP2C8	chr10_95036744_95069563	0.609357738199184	CMRGs-30X
chr10	101354033	101557321	BTRC	chr10_101354033_101557321	0.454819397062993	CMRGs-30X
chr10	117197489	117210299	KCNK18	chr10_117197489_117210299	0.535754197203415	CMRGs-30X
chr10	133362485	133373566	ECHS1	chr10_133362485_133373566	0.496525337378657	CMRGs-30X
chr10	133402347	133439193	SPRN	chr10_133402347_133439193	0.997034264562537	CMRGs-30X
chr10	133440691	133588901	CYP2E1	chr10_133440691_133588901	0.525922979309761	CMRGs-30X
chr11	306851	330574	IFITM3	chr11_306851_330574	0.367166551725252	CMRGs-30X
chr11	627187	643988	DRD4	chr11_627187_643988	0.603441824430697	CMRGs-30X
chr11	644233	706715	DEAF1	chr11_644233_706715	0.534949204097789	CMRGs-30X
chr11	1012823	1036718	MUC6	chr11_1012823_1036718	0.56633866459943	CMRGs-30X
chr11	1074875	1110511	MUC2	chr11_1074875_1110511	0.633057118853238	CMRGs-30X
chr11	1157953	1201138	MUC5AC	chr11_1157953_1201138	0.431294471048998	CMRGs-30X
chr11	1223066	1262172	MUC5B	chr11_1223066_1262172	0.967918900073636	CMRGs-30X
chr11	1944140	2045222	H19	chr11_1944140_2045222	0.685362517085391	CMRGs-30X
chr11	5243656	5256280	HBG1	chr11_5243656_5256280	0.670558076880729	CMRGs-30X
chr11	14877440	14892231	CYP2R1	chr11_14877440_14892231	0.560137972502481	CMRGs-30X
chr11	26558688	26572263	MUC15	chr11_26558688_26572263	0.571036615416745	CMRGs-30X
chr11	46377296	46387297	MDK	chr11_46377296_46387297	0.524251388557699	CMRGs-30X
chr11	47354860	47378547	SPI1	chr11_47354860_47378547	0.513871020827452	CMRGs-30X
chr11	62613409	62626017	B3GAT3	chr11_62613409_62626017	0.636893385103803	CMRGs-30X
chr11	64290666	64300667	KCNK4	chr11_64290666_64300667	0.45446171605504	CMRGs-30X
chr11	64305326	64317990	ESRRA	chr11_64305326_64317990	0.519382082525165	CMRGs-30X
chr11	64590641	64602353	SLC22A12	chr11_64590641_64602353	0.587374364059132	CMRGs-30X
chr11	65589416	65599628	KCNK7	chr11_65589416_65599628	0.66739347531729	CMRGs-30X
chr11	69048932	69136840	TPCN2	chr11_69048932_69136840	0.587262200453046	CMRGs-30X
chr11	69809692	69819692	FGF3	chr11_69809692_69819692	0.540858867409442	CMRGs-30X
chr12	6786858	6820799	CD4	chr12_6786858_6820799	0.657292063428954	CMRGs-30X
chr12	7188685	7218574	PEX5	chr12_7188685_7218574	0.627015368299432	CMRGs-30X
chr12	7649329	7677578	APOBEC1	chr12_7649329_7677578	0.491086310543028	CMRGs-30X
chr12	7685571	7705950	GDF3	chr12_7685571_7705950	0.67973140169291	CMRGs-30X
chr12	40393267	40570832	MUC19	chr12_40393267_40570832	0.541010838989752	CMRGs-30X
chr12	50110926	50121939	COX14	chr12_50110926_50121939	0.98798670954948	CMRGs-30X
chr12	56711189	56732067	NACA	chr12_56711189_56732067	0.466079655597823	CMRGs-30X
chr12	63526441	63752943	DPY19L2	chr12_63526441_63752943	0.670123572289447	CMRGs-30X
chr12	120978543	121002512	HNF1A	chr12_120978543_121002512	0.534393046518236	CMRGs-30X
chr12	121429096	121581023	KDM2B	chr12_121429096_121581023	0.679036633776704	CMRGs-30X
chr12	121839527	121871860	HPD	chr12_121839527_121871860	0.398623192001993	CMRGs-30X
chr12	132615085	132625582	P2RX2	chr12_132615085_132625582	0.506235226193616	CMRGs-30X
chr12	132710539	132723521	PGAM5	chr12_132710539_132723521	0.57350084674536	CMRGs-30X
chr12	132768914	132829242	GOLGA3	chr12_132768914_132829242	0.653433255851175	CMRGs-30X
chr13	113105788	113121779	F7	chr13_113105788_113121779	0.525574859589922	CMRGs-30X
chr13	113158637	113172386	PROZ	chr13_113158637_113172386	0.540947670115803	CMRGs-30X
chr14	88180103	88326907	KCNK10	chr14_88180103_88326907	0.525793909379209	CMRGs-30X
chr14	90061994	90185853	KCNK13	chr14_90061994_90185853	0.672861439121134	CMRGs-30X
chr14	92109466	92124155	NDUFB1	chr14_92109466_92124155	0.575209717837587	CMRGs-30X
chr14	105140519	105169057	JAG2	chr14_105140519_105169057	0.431704216359867	CMRGs-30X
chr15	41380371	41402519	NDUFAF1	chr15_41380371_41402519	0.61742677514242	CMRGs-30X
chr15	43531851	43751628	PPIP5K1	chr15_43531851_43751628	0.511510278242738	CMRGs-30X
chr15	50423949	50528877	USP8	chr15_50423949_50528877	0.562766888143222	CMRGs-30X
chr16	76429	86429	MPG	chr16_76429_86429	0.543081132760253	CMRGs-30X
chr16	152245	166764	HBM	chr16_152245_166764	0.551595730966534	CMRGs-30X
chr16	287440	352723	AXIN1	chr16_287440_352723	0.638106707505276	CMRGs-30X
chr16	853634	982814	LMF1	chr16_853634_982814	0.487041921900686	CMRGs-30X
chr16	1074220	1085094	SSTR5	chr16_1074220_1085094	0.486382833366674	CMRGs-30X
chr16	1351931	1416935	UNKL	chr16_1351931_1416935	0.52515111244771	CMRGs-30X
chr16	1444934	1475084	CLCN7	chr16_1444934_1475084	0.578253376535089	CMRGs-30X
chr16	2088386	2143661	PKD1	chr16_2088386_2143661	0.611083204933854	CMRGs-30X
chr16	2532529	2682668	PDPK1	chr16_2532529_2682668	0.581182845850642	CMRGs-30X
chr16	18804860	18932233	SMG1	chr16_18804860_18932233	0.555058932732273	CMRGs-30X
chr16	28846421	28874212	SH2B1	chr16_28846421_28874212	0.538149400127538	CMRGs-30X
chr16	30748293	30761591	PHKG2	chr16_30748293_30761591	0.943302128556244	CMRGs-30X
chr16	31088411	31106221	VKORC1	chr16_31088411_31106221	0.334990221228108	CMRGs-30X
chr16	46689018	46699019	ORC6	chr16_46689018_46699019	0.502199562016588	CMRGs-30X
chr16	67429102	67439103	HSD11B2	chr16_67429102_67439103	0.643519126543011	CMRGs-30X
chr16	70701860	71230722	HYDIN	chr16_70701860_71230722	0.682791418728367	CMRGs-30X
chr16	81081641	81096825	GCSH	chr16_81081641_81096825	0.535578159507217	CMRGs-30X
chr16	88382959	88440797	ZNF469	chr16_88382959_88440797	0.560625062354194	CMRGs-30X
chr16	89171748	89195537	CDH15	chr16_89171748_89195537	0.491521498014992	CMRGs-30X
chr16	89266801	89491286	ANKRD11	chr16_89266801_89491286	0.73997050978836	CMRGs-30X
chr16	89911309	89921548	MC1R	chr16_89911309_89921548	0.570843065442293	CMRGs-30X
chr17	1003102	1229887	ABR	chr17_1003102_1229887	0.538911582827586	CMRGs-30X
chr17	1742836	1755268	SERPINF2	chr17_1742836_1755268	0.671850541013615	CMRGs-30X
chr17	2303383	2325260	SRR	chr17_2303383_2325260	0.338397983915141	CMRGs-30X
chr17	3672199	3696240	P2RX5	chr17_3672199_3696240	0.517866960317476	CMRGs-30X
chr17	4917490	4938650	GP1BA	chr17_4917490_4938650	0.97876340216225	CMRGs-30X
chr17	4947593	4959828	ENO3	chr17_4947593_4959828	0.606201780642095	CMRGs-30X
chr17	8095900	8133678	ALOXE3	chr17_8095900_8133678	0.510968244489563	CMRGs-30X
chr17	28506243	28539033	FOXN1	chr17_28506243_28539033	0.612138380534863	CMRGs-30X
chr17	31935806	32004843	SUZ12	chr17_31935806_32004843	0.514305430953744	CMRGs-30X
chr17	41035995	41066432	KRTAP1-1	chr17_41035995_41066432	0.612652265907079	CMRGs-30X
chr17	44067728	44078540	G6PC3	chr17_44067728_44078540	0.598432271620233	CMRGs-30X
chr17	48607178	48618335	HOXB8	chr17_48607178_48618335	0.62688926636331	CMRGs-30X
chr17	48944926	48968865	GIP	chr17_48944926_48968865	0.535375762270183	CMRGs-30X
chr17	78108079	78132407	TMC6	chr17_78108079_78132407	0.412940171099736	CMRGs-30X
chr17	78991716	79010392	CANT1	chr17_78991716_79010392	0.606169476005373	CMRGs-30X
chr17	80260866	80414560	RNF213	chr17_80260866_80414560	0.628427176905697	CMRGs-30X
chr17	81527763	81537763	FSCN2	chr17_81527763_81537763	0.549413794268811	CMRGs-30X
chr18	653707	673578	TYMS	chr18_653707_673578	0.556543705256487	CMRGs-30X
chr18	77249848	77278080	GALR1	chr18_77249848_77278080	0.680004225403057	CMRGs-30X
chr18	79679803	79754510	CTDP1	chr18_79679803_79754510	0.473428975268405	CMRGs-30X
chr19	571180	583493	BSG	chr19_571180_583493	0.457730925351806	CMRGs-30X
chr19	589304	618335	HCN2	chr19_589304_618335	0.536865215824347	CMRGs-30X
chr19	912504	924160	KISS1R	chr19_912504_924160	0.533771306758578	CMRGs-30X
chr19	1177540	1228571	STK11	chr19_1177540_1228571	0.580205559067285	CMRGs-30X
chr19	1608834	1653131	TCF3	chr19_1608834_1653131	0.624871603402802	CMRGs-30X
chr19	2425625	2462270	LMNB2	chr19_2425625_2462270	0.633173750256866	CMRGs-30X
chr19	3579030	3606875	TBXA2R	chr19_3579030_3606875	0.449483909952795	CMRGs-30X
chr19	4153391	4173216	CREB3L3	chr19_4153391_4173216	0.563795746236771	CMRGs-30X
chr19	5993164	6199572	RFX2	chr19_5993164_6199572	0.678751480893119	CMRGs-30X
chr19	6677704	6730562	C3	chr19_6677704_6730562	0.622119805872234	CMRGs-30X
chr19	7636881	7647873	STXBP2	chr19_7636881_7647873	0.491973097991293	CMRGs-30X
chr19	8848844	8981342	MUC16	chr19_8848844_8981342	0.509299440193168	CMRGs-30X
chr19	10350529	10380572	TYK2	chr19_10350529_10380572	0.540582935366326	CMRGs-30X
chr19	13104441	13118330	TRMT1	chr19_13104441_13118330	0.524933487726694	CMRGs-30X
chr19	15640638	15665789	CYP4F3	chr19_15640638_15665789	0.652032051912503	CMRGs-30X
chr19	15665365	15697961	CYP4F12	chr19_15665365_15697961	0.60297383725121	CMRGs-30X
chr19	16478831	16496167	CALR3	chr19_16478831_16496167	0.653041072733194	CMRGs-30X
chr19	17075781	17214916	MYO9B	chr19_17075781_17214916	0.626051301548391	CMRGs-30X
chr19	17812734	17824853	INSL3	chr19_17812734_17824853	0.627491603676784	CMRGs-30X
chr19	18529793	18544259	FKBP8	chr19_18529793_18544259	0.589258914556022	CMRGs-30X
chr19	34359467	34404605	GPI	chr19_34359467_34404605	1	CMRGs-30X
chr19	35648323	35664394	COX6B1	chr19_35648323_35664394	0.637845795298843	CMRGs-30X
chr19	38319845	38332129	KCNK6	chr19_38319845_38332129	0.514832999967277	CMRGs-30X
chr19	39238867	39252540	IFNL3	chr19_39238867_39252540	0.667446485513337	CMRGs-30X
chr19	40808515	40908213	CYP2A7	chr19_40808515_40908213	0.595518455974922	CMRGs-30X
chr19	40888308	40960885	CYP2G1P	chr19_40888308_40960885	0.65922820927234	CMRGs-30X
chr19	40982786	41019894	CYP2B6	chr19_40982786_41019894	0.655732520668006	CMRGs-30X
chr19	41082264	41111700	CYP2A13	chr19_41082264_41111700	0.423256758418645	CMRGs-30X
chr19	41114282	41147719	CYP2F1	chr19_41114282_41147719	0.682828034852056	CMRGs-30X
chr19	41193186	41207840	CYP2S1	chr19_41193186_41207840	0.591461278023559	CMRGs-30X
chr19	43504943	43527249	ETHE1	chr19_43504943_43527249	0.393859659104336	CMRGs-30X
chr19	44911033	44953999	APOC1	chr19_44911033_44953999	0.666870154448871	CMRGs-30X
chr19	45178638	45217668	BLOC1S3	chr19_45178638_45217668	0.393283796349817	CMRGs-30X
chr19	45769699	45782552	DMPK	chr19_45769699_45782552	0.983199702800124	CMRGs-30X
chr19	48746700	48757222	FUT1	chr19_48746700_48757222	0.533797149615809	CMRGs-30X
chr19	48944121	48963861	BAX	chr19_48944121_48963861	0.420090086455293	CMRGs-30X
chr19	49157741	49211836	TRPM4	chr19_49157741_49211836	0.400902082005572	CMRGs-30X
chr19	49859813	49878351	PNKP	chr19_49859813_49878351	0.566020815459187	CMRGs-30X
chr19	49952015	49977744	SIGLEC16	chr19_49952015_49977744	0.467697934117012	CMRGs-30X
chr19	50902396	50916581	KLK4	chr19_50902396_50916581	0.545135018029072	CMRGs-30X
chr19	51345169	51366444	ETFB	chr19_51345169_51366444	0.599965969985551	CMRGs-30X
chr19	53787724	53824410	NLRP12	chr19_53787724_53824410	0.650043883497254	CMRGs-30X
chr19	53879190	53907652	PRKCG	chr19_53879190_53907652	0.564018813670912	CMRGs-30X
chr19	54173398	54189882	MBOAT7	chr19_54173398_54189882	0.511750683159899	CMRGs-30X
chr19	54723153	54868521	KIR3DL2	chr19_54723153_54868521	0.573010767565322	CMRGs-30X
chr19	54923264	55004225	NLRP2	chr19_54923264_55004225	0.56264099187855	CMRGs-30X
chr19	55004436	55038406	GP6	chr19_55004436_55038406	0.506340523640122	CMRGs-30X
chr19	55132698	55149206	TNNT1	chr19_55132698_55149206	0.504772985081299	CMRGs-30X
chr19	55149314	55160337	TNNI3	chr19_55149314_55160337	0.543166154259727	CMRGs-30X
chr19	55536699	55550317	SBK3	chr19_55536699_55550317	0.536741942082941	CMRGs-30X
chr19	57486736	57503462	ZNF419	chr19_57486736_57503462	0.435576468248792	CMRGs-30X
chr19	58479512	58512413	SLC27A5	chr19_58479512_58512413	0.613268396377132	CMRGs-30X
chr2	950849	1367613	SNTG2	chr2_950849_1367613	0.71042898313912	CMRGs-30X
chr2	1374066	1544598	TPO	chr2_1374066_1544598	0.500599237069031	CMRGs-30X
chr2	1631876	1744852	PXDN	chr2_1631876_1744852	0.616228605195458	CMRGs-30X
chr2	10042741	10054836	KLF11	chr2_10042741_10054836	0.53684733042992	CMRGs-30X
chr2	26691623	26733420	KCNK3	chr2_26691623_26733420	0.986128501053874	CMRGs-30X
chr2	43831942	43882988	ABCG8	chr2_43831942_43882988	0.716277118383036	CMRGs-30X
chr2	47509290	47570985	KCNK12	chr2_47509290_47570985	0.61261522863887	CMRGs-30X
chr2	70083340	70094359	PCBP1	chr2_70083340_70094359	0.601656072220778	CMRGs-30X
chr2	74457982	74472528	MOGS	chr2_74457982_74472528	0.562264933306403	CMRGs-30X
chr2	88691673	88750929	RPIA	chr2_88691673_88750929	0.65562247786001	CMRGs-30X
chr2	106366832	106516607	RGPD3	chr2_106366832_106516607	0.604654535316947	CMRGs-30X
chr2	201182898	201229406	CASP10	chr2_201182898_201229406	0.424146078140129	CMRGs-30X
chr2	237485123	237555782	MLPH	chr2_237485123_237555782	0.660586398193479	CMRGs-30X
chr2	241188509	241226226	ANO7	chr2_241188509_241226226	0.579260543155428	CMRGs-30X
chr2	241734602	241768816	D2HGDH	chr2_241734602_241768816	0.540604896329669	CMRGs-30X
chr20	44743862	44754089	KCNK15	chr20_44743862_44754089	0.561688709554905	CMRGs-30X
chr20	45199479	45218502	SEMG1	chr20_45199479_45218502	0.494376693008342	CMRGs-30X
chr20	45898621	45912155	PLTP	chr20_45898621_45912155	0.530108481262328	CMRGs-30X
chr20	63343223	63378401	CHRNA4	chr20_63343223_63378401	0.592109897554764	CMRGs-30X
chr20	63488014	63499185	EEF1A2	chr20_63488014_63499185	0.48943308355477	CMRGs-30X
chr20	63523218	63537689	PTK6	chr20_63523218_63537689	0.511353186167919	CMRGs-30X
chr20	64080064	64100643	OPRL1	chr20_64080064_64100643	0.504659578799311	CMRGs-30X
chr20	64102394	64242253	MYT1	chr20_64102394_64242253	0.619833186719423	CMRGs-30X
chr21	34372623	34512210	KCNE1	chr21_34372623_34512210	0.626218251018477	CMRGs-30X
chr21	36134856	36146562	CBR3	chr21_36134856_36146562	0.625721994041608	CMRGs-30X
chr21	42879439	42913585	NDUFV3	chr21_42879439_42913585	0.598557640221688	CMRGs-30X
chr21	43034066	43189189	CBS	chr21_43034066_43189189	0.694994900730236	CMRGs-30X
chr21	44012309	44254222	TRAPPC10	chr21_44012309_44254222	0.610435616771721	CMRGs-30X
chr21	44094498	44262236	DNMT3L	chr21_44094498_44262236	0.60443540353614	CMRGs-30X
chr21	45405165	45513720	COL18A1	chr21_45405165_45513720	0.667298197411136	CMRGs-30X
chr21	45981758	46005050	COL6A1	chr21_45981758_46005050	0.64086738179864	CMRGs-30X
chr22	39095117	39122647	APOBEC3H	chr22_39095117_39122647	0.52569851235865	CMRGs-30X
chr22	42082799	42122782	NDUFA6	chr22_42082799_42122782	0.540520979591297	CMRGs-30X
chr22	42122284	42152960	CYP2D6	chr22_42122284_42152960	0.636030706045463	CMRGs-30X
chr22	42617768	42649919	CYB5R3	chr22_42617768_42649919	0.588474839190005	CMRGs-30X
chr22	42692121	42721636	A4GALT	chr22_42692121_42721636	0.617355732447282	CMRGs-30X
chr22	43030854	43089419	TTLL1	chr22_43030854_43089419	0.666854263926501	CMRGs-30X
chr22	50059391	50085426	MLC1	chr22_50059391_50085426	0.602828690086484	CMRGs-30X
chr22	50217689	50245023	TUBGCP6	chr22_50217689_50245023	0.569308620706947	CMRGs-30X
chr3	196763	409417	CHL1	chr3_196763_409417	0.51716147001645	CMRGs-30X
chr3	16586347	16670306	DAZL	chr3_16586347_16670306	0.983725542798213	CMRGs-30X
chr3	45823304	45916042	LZTFL1	chr3_45823304_45916042	0.550192265079906	CMRGs-30X
chr3	49358696	49412998	RHOA	chr3_49358696_49412998	0.500777384586104	CMRGs-30X
chr3	49887002	49903873	MST1R	chr3_49887002_49903873	0.65932426234023	CMRGs-30X
chr3	50299522	50314898	HYAL1	chr3_50299522_50314898	1	CMRGs-30X
chr3	124904698	124953819	MUC13	chr3_124904698_124953819	0.640669332267982	CMRGs-30X
chr3	128619528	128681102	RPN1	chr3_128619528_128681102	0.47838700187208	CMRGs-30X
chr3	133400056	133475222	BFSP2	chr3_133400056_133475222	0.580332148309642	CMRGs-30X
chr3	136250340	136337896	PCCB	chr3_136250340_136337896	0.976677835063091	CMRGs-30X
chr3	184135038	184147377	EIF2B5	chr3_184135038_184147377	0.56866792542781	CMRGs-30X
chr3	186717317	186744410	KNG1	chr3_186717317_186744410	0.595334777492656	CMRGs-30X
chr3	195714628	195747397	MUC20	chr3_195714628_195747397	0.565706752676345	CMRGs-30X
chr3	195739705	195812134	MUC4	chr3_195739705_195812134	0.627369483566144	CMRGs-30X
chr3	196317962	196338503	TM4SF19	chr3_196317962_196338503	0.56780953295884	CMRGs-30X
chr4	336432	430334	ZNF141	chr4_336432_430334	0.589273563508168	CMRGs-30X
chr4	625584	671025	PDE6B	chr4_625584_671025	0.407061510539811	CMRGs-30X
chr4	849276	932373	GAK	chr4_849276_932373	0.572192480091418	CMRGs-30X
chr4	1009936	1026898	FGFRL1	chr4_1009936_1026898	0.668641393909966	CMRGs-30X
chr4	1056228	1113598	RNF212	chr4_1056228_1113598	0.539206269393311	CMRGs-30X
chr4	1347208	1396182	UVSSA	chr4_1347208_1396182	0.557775520716151	CMRGs-30X
chr4	3463306	3501473	DOK7	chr4_3463306_3501473	0.548007087202408	CMRGs-30X
chr4	8845418	8872268	HMX1	chr4_8845418_8872268	0.55277858129785	CMRGs-30X
chr4	69588417	69653249	UGT2A1	chr4_69588417_69653249	0.521464621748818	CMRGs-30X
chr4	70430492	70482997	MUC7	chr4_70430492_70482997	0.555465323773403	CMRGs-30X
chr4	73431138	73456174	AFP	chr4_73431138_73456174	0.571320195049535	CMRGs-30X
chr4	87607701	87618237	DSPP	chr4_87607701_87618237	0.574900772084636	CMRGs-30X
chr4	107931549	107953477	CYP2U1	chr4_107931549_107953477	0.570957741537032	CMRGs-30X
chr4	185500660	185535507	PDLIM3	chr4_185500660_185535507	0.955570606600906	CMRGs-30X
chr4	186587794	186726722	FAT1	chr4_186587794_186726722	0.625770703588208	CMRGs-30X
chr5	1225381	1246546	SLC6A18	chr5_1225381_1246546	0.554431935122184	CMRGs-30X
chr5	1253147	1295068	TERT	chr5_1253147_1295068	0.5857017685951	CMRGs-30X
chr5	1391959	1445440	SLC6A3	chr5_1391959_1445440	0.68701352783514	CMRGs-30X
chr5	69415065	69446808	MARVELD2	chr5_69415065_69446808	0.588741016548963	CMRGs-30X
chr5	95461755	95554977	TTC37	chr5_95461755_95554977	0.504710082935035	CMRGs-30X
chr5	97091867	97142753	LIX1	chr5_97091867_97142753	0.550906370536236	CMRGs-30X
chr5	134601149	134649271	SAR1B	chr5_134601149_134649271	0.915770975787847	CMRGs-30X
chr5	137867826	137887851	MYOT	chr5_137867826_137887851	0.382387398247781	CMRGs-30X
chr5	140840895	141012347	PCDHA10	chr5_140840895_141012347	0.992617474995282	CMRGs-30X
chr5	171387116	171411951	NPM1	chr5_171387116_171411951	0.598639767740369	CMRGs-30X
chr5	180601506	180649624	FLT4	chr5_180601506_180649624	0.593840593798441	CMRGs-30X
chr6	29711814	29738528	HLA-F	chr6_29711814_29738528	0.549870499154614	CMRGs-30X
chr6	29762429	29843545	HLA-G	chr6_29762429_29843545	0.685835378122532	CMRGs-30X
chr6	29863213	29974447	HLA-A	chr6_29863213_29974447	0.416711564017279	CMRGs-30X
chr6	29985061	30020220	HLA-J	chr6_29985061_30020220	0.673715666329843	CMRGs-30X
chr6	30259163	30293014	HLA-L	chr6_30259163_30293014	0.654790791750162	CMRGs-30X
chr6	30346483	30357061	HLA-N	chr6_30346483_30357061	0.622133733755417	CMRGs-30X
chr6	30480903	30496852	HLA-E	chr6_30480903_30496852	0.625855363860963	CMRGs-30X
chr6	30981801	30997441	MUC21	chr6_30981801_30997441	0.521080478223742	CMRGs-30X
chr6	31010404	31035417	MUC22	chr6_31010404_31035417	0.456882223636212	CMRGs-30X
chr6	31250837	31286044	HLA-C	chr6_31250837_31286044	0.43545717218168	CMRGs-30X
chr6	31335469	31369490	HLA-B	chr6_31335469_31369490	0.45926885492704	CMRGs-30X
chr6	31377181	31387181	HLA-S	chr6_31377181_31387181	0.521088755538575	CMRGs-30X
chr6	31384794	31514181	MICB	chr6_31384794_31514181	0.717520844826256	CMRGs-30X
chr6	32437462	32459814	HLA-DRA	chr6_32437462_32459814	0.97947891015919	CMRGs-30X
chr6	32484347	32603538	HLA-DRB5	chr6_32484347_32603538	0.743107079362913	CMRGs-30X
chr6	32627874	32662782	HLA-DQA1	chr6_32627874_32662782	0.644414443398792	CMRGs-30X
chr6	32652603	32669077	HLA-DQB1	chr6_32652603_32669077	0.71645431777701	CMRGs-30X
chr6	32738592	32750685	HLA-DQA2	chr6_32738592_32750685	0.611424673760307	CMRGs-30X
chr6	32754398	32764815	HLA-DQB2	chr6_32754398_32764815	0.611329993538394	CMRGs-30X
chr6	32812763	32838966	TAP2	chr6_32812763_32838966	0.604882711091862	CMRGs-30X
chr6	32844512	32854529	TAP1	chr6_32844512_32854529	0.506615930382062	CMRGs-30X
chr6	32932075	32943563	HLA-DMB	chr6_32932075_32943563	0.457629146863428	CMRGs-30X
chr6	32948433	32969322	HLA-DMA	chr6_32948433_32969322	0.592798603640533	CMRGs-30X
chr6	33001667	33011912	HLA-DOA	chr6_33001667_33011912	0.636429286583867	CMRGs-30X
chr6	33061247	33105579	HLA-DPA1	chr6_33061247_33105579	0.534917816466604	CMRGs-30X
chr6	33111577	33129591	HLA-DPB2	chr6_33111577_33129591	0.516430846478664	CMRGs-30X
chr6	39188971	39229475	KCNK5	chr6_39188971_39229475	0.687325865212711	CMRGs-30X
chr6	39299001	39322968	KCNK17	chr6_39299001_39322968	0.597956835351611	CMRGs-30X
chr6	73593299	73654009	SLC17A5	chr6_73593299_73654009	0.599232464275078	CMRGs-30X
chr6	107867331	107958670	SEC63	chr6_107867331_107958670	0.572631951875108	CMRGs-30X
chr6	149746804	149815050	PCMT1	chr6_149746804_149815050	0.464141147119809	CMRGs-30X
chr6	160121815	160158719	SLC22A1	chr6_160121815_160158719	0.510791452977676	CMRGs-30X
chr6	168441151	168673445	SMOC2	chr6_168441151_168673445	0.620357952773692	CMRGs-30X
chr6	169215764	169254044	THBS2	chr6_169215764_169254044	0.582012819953789	CMRGs-30X
chr7	980198	991411	CYP2W1	chr7_980198_991411	0.516408634730237	CMRGs-30X
chr7	5243581	5331450	SLC29A4	chr7_5243581_5331450	0.690383923278389	CMRGs-30X
chr7	30424527	30478821	NOD1	chr7_30424527_30478821	0.669493710527689	CMRGs-30X
chr7	44796219	44824794	PPIA	chr7_44796219_44824794	0.621620760874707	CMRGs-30X
chr7	56007870	56052166	PSPH	chr7_56007870_56052166	0.638769894251615	CMRGs-30X
