gene_name	avg_error_rate_diff	n_calls	abs_error_rate_diff	performance	max_diff
CYP2A13	-0.0010458055137889278	38	0.0010458055137889278	locityper_better	0.28441214311209245
CYP2A7	-8.58124570450667e-7	38	8.58124570450667e-7	locityper_better	0.28441214311209245
CYP2B6	-1.329537323548115e-5	38	1.329537323548115e-5	locityper_better	0.28441214311209245
CYP2C18	3.297906473536728e-7	38	3.297906473536728e-7	cosigt_better	0.28441214311209245
CYP2C19	7.268012550695789e-7	38	7.268012550695789e-7	cosigt_better	0.28441214311209245
CYP2C8	-2.304789626315408e-5	38	2.304789626315408e-5	locityper_better	0.28441214311209245
CYP2C9	-1.090184956083128e-6	38	1.090184956083128e-6	locityper_better	0.28441214311209245
CYP2D6	-0.029848987038935206	38	0.029848987038935206	locityper_better	0.28441214311209245
CYP2E1	-3.450716670415422e-5	38	3.450716670415422e-5	locityper_better	0.28441214311209245
CYP2F1	-1.2786923539755704e-5	38	1.2786923539755704e-5	locityper_better	0.28441214311209245
CYP2G1P	-2.3539601201337245e-6	38	2.3539601201337245e-6	locityper_better	0.28441214311209245
CYP2J2	-5.896138465719726e-7	38	5.896138465719726e-7	locityper_better	0.28441214311209245
CYP2R1	-1.1118899557192208e-5	38	1.1118899557192208e-5	locityper_better	0.28441214311209245
CYP2S1	-8.69958366886069e-5	38	8.69958366886069e-5	locityper_better	0.28441214311209245
CYP2U1	-7.72740086435779e-5	38	7.72740086435779e-5	locityper_better	0.28441214311209245
CYP2W1	-5.817072298473789e-4	38	5.817072298473789e-4	locityper_better	0.28441214311209245
CYP4F12	0.008312329962636329	38	0.008312329962636329	cosigt_better	0.28441214311209245
CYP4F3	-4.8013466703714894e-4	38	4.8013466703714894e-4	locityper_better	0.28441214311209245
D2HGDH	5.598688514090607e-4	38	5.598688514090607e-4	cosigt_better	0.28441214311209245
DAZL	-7.051421814907201e-7	38	7.051421814907201e-7	locityper_better	0.28441214311209245
DCLRE1C	-1.1354458214243425e-7	38	1.1354458214243425e-7	locityper_better	0.28441214311209245
DEAF1	1.8733977076504484e-5	38	1.8733977076504484e-5	cosigt_better	0.28441214311209245
DMPK	-1.013852882760189e-4	38	1.013852882760189e-4	locityper_better	0.28441214311209245
DNMT3L	-0.0026744022338414633	38	0.0026744022338414633	locityper_better	0.28441214311209245
DOK7	-0.0017064589985463295	38	0.0017064589985463295	locityper_better	0.28441214311209245
DPY19L2	0	38	0	locityper_better	0.28441214311209245
DRD4	-2.4108127616933488e-4	38	2.4108127616933488e-4	locityper_better	0.28441214311209245
DSPP	-0.0026046858031168523	38	0.0026046858031168523	locityper_better	0.28441214311209245
ECHS1	-1.071618084185387e-4	38	1.071618084185387e-4	locityper_better	0.28441214311209245
EEF1A2	-0.0010020262372468502	38	0.0010020262372468502	locityper_better	0.28441214311209245
EIF2B5	-1.4785705421889694e-5	37	1.4785705421889694e-5	locityper_better	0.28441214311209245
ENO3	-1.0846854799788678e-4	38	1.0846854799788678e-4	locityper_better	0.28441214311209245
ESPN	-2.4259063049385638e-5	38	2.4259063049385638e-5	locityper_better	0.28441214311209245
ESRRA	-6.668492825348311e-4	38	6.668492825348311e-4	locityper_better	0.28441214311209245
ETFB	-1.0320376692316784e-4	38	1.0320376692316784e-4	locityper_better	0.28441214311209245
ETHE1	-0.008603385030616945	38	0.008603385030616945	locityper_better	0.28441214311209245
EXTL2	-3.550947579594768e-5	38	3.550947579594768e-5	locityper_better	0.28441214311209245
F7	-0.0011811529274572317	38	0.0011811529274572317	locityper_better	0.28441214311209245
FAT1	-9.019022843502654e-7	38	9.019022843502654e-7	locityper_better	0.28441214311209245
FCGR2B	0.24590100334314804	38	0.24590100334314804	cosigt_better	0.28441214311209245
FCGR3A	0	38	0	locityper_better	0.28441214311209245
FGF3	-1.6749942497092235e-4	38	1.6749942497092235e-4	locityper_better	0.28441214311209245
FGFRL1	-1.5141620886471068e-5	38	1.5141620886471068e-5	locityper_better	0.28441214311209245
FKBP8	-4.179736326472455e-5	38	4.179736326472455e-5	locityper_better	0.28441214311209245
FLAD1	-3.892669498753196e-4	38	3.892669498753196e-4	locityper_better	0.28441214311209245
FLG	0.0015774788104241783	38	0.0015774788104241783	cosigt_better	0.28441214311209245
FLT4	-1.346159177571047e-7	38	1.346159177571047e-7	locityper_better	0.28441214311209245
FOXN1	-4.646601655613242e-6	38	4.646601655613242e-6	locityper_better	0.28441214311209245
FSCN2	-6.330139884641193e-4	38	6.330139884641193e-4	locityper_better	0.28441214311209245
FUT1	-0.0011236936776917504	38	0.0011236936776917504	locityper_better	0.28441214311209245
FXN	-2.2555961371695437e-6	38	2.2555961371695437e-6	locityper_better	0.28441214311209245
G6PC3	-3.285765231665441e-5	38	3.285765231665441e-5	locityper_better	0.28441214311209245
GAK	-1.0528805180169664e-4	38	1.0528805180169664e-4	locityper_better	0.28441214311209245
GALR1	-0.0012031001275123337	38	0.0012031001275123337	locityper_better	0.28441214311209245
GALT	-1.0921026169721012e-4	38	1.0921026169721012e-4	locityper_better	0.28441214311209245
GCSH	-8.87026247448246e-7	38	8.87026247448246e-7	locityper_better	0.28441214311209245
GDF3	-0.0016685509819677447	38	0.0016685509819677447	locityper_better	0.28441214311209245
GIP	-3.075522038286189e-5	38	3.075522038286189e-5	locityper_better	0.28441214311209245
GOLGA3	-1.433474470847457e-4	38	1.433474470847457e-4	locityper_better	0.28441214311209245
GP1BA	-1.2289922181388035e-4	38	1.2289922181388035e-4	locityper_better	0.28441214311209245
GP6	-4.7270949426003405e-5	38	4.7270949426003405e-5	locityper_better	0.28441214311209245
GPI	-4.232158278257905e-6	38	4.232158278257905e-6	locityper_better	0.28441214311209245
GPIHBP1	-0.0381486677819642	37	0.0381486677819642	locityper_better	0.28441214311209245
GRIN1	-1.0834680483862475e-4	38	1.0834680483862475e-4	locityper_better	0.28441214311209245
GUSB	-4.023916931107268e-6	38	4.023916931107268e-6	locityper_better	0.28441214311209245
H19	-1.0104404425670369e-4	38	1.0104404425670369e-4	locityper_better	0.28441214311209245
HBG1	-6.298962659482613e-5	38	6.298962659482613e-5	locityper_better	0.28441214311209245
HBM	-6.421937440471543e-4	37	6.421937440471543e-4	locityper_better	0.28441214311209245
HCN2	0	38	0	locityper_better	0.28441214311209245
HCN3	-1.221583217149944e-5	38	1.221583217149944e-5	locityper_better	0.28441214311209245
HLA-A	-1.3990946517729571e-12	38	1.3990946517729571e-12	locityper_better	0.28441214311209245
HLA-B	-1.1586066265522112e-6	38	1.1586066265522112e-6	locityper_better	0.28441214311209245
HLA-C	-2.432636421367109e-6	38	2.432636421367109e-6	locityper_better	0.28441214311209245
HLA-DMA	-6.294359617509901e-6	38	6.294359617509901e-6	locityper_better	0.28441214311209245
HLA-DMB	-4.580790834565631e-6	38	4.580790834565631e-6	locityper_better	0.28441214311209245
HLA-DOA	-4.493142282671921e-6	38	4.493142282671921e-6	locityper_better	0.28441214311209245
HLA-DPA1	-3.448337268443449e-5	38	3.448337268443449e-5	locityper_better	0.28441214311209245
HLA-DPB2	-3.2859935664299193e-6	38	3.2859935664299193e-6	locityper_better	0.28441214311209245
HLA-DQA1	-5.224117224034631e-5	38	5.224117224034631e-5	locityper_better	0.28441214311209245
HLA-DQA2	-2.0004270244662335e-5	38	2.0004270244662335e-5	locityper_better	0.28441214311209245
HLA-DQB1	-1.5238168002009123e-4	23	1.5238168002009123e-4	locityper_better	0.28441214311209245
HLA-DQB2	-2.5250292297995097e-6	38	2.5250292297995097e-6	locityper_better	0.28441214311209245
HLA-DRA	-2.948358132026261e-4	38	2.948358132026261e-4	locityper_better	0.28441214311209245
HLA-DRB5	-2.884199391184627e-6	38	2.884199391184627e-6	locityper_better	0.28441214311209245
HLA-E	-5.154860204909705e-5	38	5.154860204909705e-5	locityper_better	0.28441214311209245
HLA-F	-1.6831659170231213e-4	38	1.6831659170231213e-4	locityper_better	0.28441214311209245
HLA-G	-3.897123108266351e-6	38	3.897123108266351e-6	locityper_better	0.28441214311209245
HLA-J	-1.544666058905553e-5	38	1.544666058905553e-5	locityper_better	0.28441214311209245
HLA-L	-2.3518767996323984e-5	38	2.3518767996323984e-5	locityper_better	0.28441214311209245
HLA-N	-8.08379942068496e-6	38	8.08379942068496e-6	locityper_better	0.28441214311209245
HLA-S	-6.239801051121075e-5	38	6.239801051121075e-5	locityper_better	0.28441214311209245
HMGCL	-1.3397855159036145e-4	38	1.3397855159036145e-4	locityper_better	0.28441214311209245
HMX1	0	38	0	locityper_better	0.28441214311209245
HNF1A	-2.5002474526691925e-4	38	2.5002474526691925e-4	locityper_better	0.28441214311209245
HOXB8	-4.240929653499454e-5	38	4.240929653499454e-5	locityper_better	0.28441214311209245
HPD	-5.673423435581609e-6	37	5.673423435581609e-6	locityper_better	0.28441214311209245
HSD11B2	-1.3223151817492784e-4	38	1.3223151817492784e-4	locityper_better	0.28441214311209245
HYAL1	-0.02326201559583498	38	0.02326201559583498	locityper_better	0.28441214311209245
HYDIN	0	37	0	locityper_better	0.28441214311209245
IFITM3	-0.01036472029915725	38	0.01036472029915725	locityper_better	0.28441214311209245
IFNL3	-2.2607783330841105e-5	38	2.2607783330841105e-5	locityper_better	0.28441214311209245
IKBKB	-9.496230619431115e-7	38	9.496230619431115e-7	locityper_better	0.28441214311209245
IMPA1	7.935340797803642e-5	38	7.935340797803642e-5	cosigt_better	0.28441214311209245
INPP5E	-0.0014503347636633955	38	0.0014503347636633955	locityper_better	0.28441214311209245
INSL3	-9.228650336495738e-6	38	9.228650336495738e-6	locityper_better	0.28441214311209245
JAG2	-4.5486095044202876e-4	37	4.5486095044202876e-4	locityper_better	0.28441214311209245
KCNE1	8.627197248381619e-5	38	8.627197248381619e-5	cosigt_better	0.28441214311209245
KCNK1	0	38	0	locityper_better	0.28441214311209245
KCNK10	-5.2307041815448755e-6	38	5.2307041815448755e-6	locityper_better	0.28441214311209245
KCNK12	3.1990252942321574e-7	38	3.1990252942321574e-7	cosigt_better	0.28441214311209245
KCNK13	-1.2232834396210015e-12	38	1.2232834396210015e-12	locityper_better	0.28441214311209245
KCNK15	-7.73097489815187e-6	38	7.73097489815187e-6	locityper_better	0.28441214311209245
KCNK17	-1.4550833509985717e-5	38	1.4550833509985717e-5	locityper_better	0.28441214311209245
KCNK18	-1.3864216754204762e-5	38	1.3864216754204762e-5	locityper_better	0.28441214311209245
KCNK2	-3.2032982653072517e-6	37	3.2032982653072517e-6	locityper_better	0.28441214311209245
KCNK3	-1.0264802283867313e-5	38	1.0264802283867313e-5	locityper_better	0.28441214311209245
KCNK4	-3.813898744601344e-5	38	3.813898744601344e-5	locityper_better	0.28441214311209245
KCNK5	0	38	0	locityper_better	0.28441214311209245
KCNK6	-4.805065294885165e-5	38	4.805065294885165e-5	locityper_better	0.28441214311209245
KCNK7	-3.631531528996922e-5	38	3.631531528996922e-5	locityper_better	0.28441214311209245
KCNK9	0	38	0	locityper_better	0.28441214311209245
KCNV2	-1.645202335318188e-4	38	1.645202335318188e-4	locityper_better	0.28441214311209245
KDM2B	-7.27918365156948e-7	38	7.27918365156948e-7	locityper_better	0.28441214311209245
KIR3DL2	0	38	0	locityper_better	0.28441214311209245
KISS1	0.002212496665906697	38	0.002212496665906697	cosigt_better	0.28441214311209245
KISS1R	-6.732695324598498e-5	36	6.732695324598498e-5	locityper_better	0.28441214311209245
KLF11	-1.334012931154732e-4	38	1.334012931154732e-4	locityper_better	0.28441214311209245
KLF14	-7.887237809747749e-6	38	7.887237809747749e-6	locityper_better	0.28441214311209245
KLK4	-6.662283579957587e-5	38	6.662283579957587e-5	locityper_better	0.28441214311209245
KMT2C	-1.8002115328676314e-6	38	1.8002115328676314e-6	locityper_better	0.28441214311209245
KNG1	-1.4571949575947544e-6	38	1.4571949575947544e-6	locityper_better	0.28441214311209245
KRTAP1-1	-9.084741634712363e-5	37	9.084741634712363e-5	locityper_better	0.28441214311209245
LAMB1	0	38	0	locityper_better	0.28441214311209245
LBR	-1.199423134365694e-6	38	1.199423134365694e-6	locityper_better	0.28441214311209245
LIPN	-1.3647601027089106e-4	38	1.3647601027089106e-4	locityper_better	0.28441214311209245
LIX1	7.758386486945999e-7	38	7.758386486945999e-7	cosigt_better	0.28441214311209245
LMF1	0	37	0	locityper_better	0.28441214311209245
LMNB2	-5.050013943435442e-4	37	5.050013943435442e-4	locityper_better	0.28441214311209245
LRIG2	-7.342099095119269e-6	38	7.342099095119269e-6	locityper_better	0.28441214311209245
LZTFL1	2.741000463301205e-5	38	2.741000463301205e-5	cosigt_better	0.28441214311209245
MAFA	-4.520966961347248e-5	38	4.520966961347248e-5	locityper_better	0.28441214311209245
MAN1B1	-4.543545833804821e-5	38	4.543545833804821e-5	locityper_better	0.28441214311209245
MARVELD2	-1.0485009508148847e-4	38	1.0485009508148847e-4	locityper_better	0.28441214311209245
MASP2	-1.2481981716577122e-4	38	1.2481981716577122e-4	locityper_better	0.28441214311209245
MBOAT7	-1.2597271674471804e-4	38	1.2597271674471804e-4	locityper_better	0.28441214311209245
MC1R	-2.4073332687075215e-4	37	2.4073332687075215e-4	locityper_better	0.28441214311209245
MDK	9.87068101960262e-6	38	9.87068101960262e-6	cosigt_better	0.28441214311209245
MICB	-2.070377732270268e-5	38	2.070377732270268e-5	locityper_better	0.28441214311209245
MLC1	-7.957324334064419e-5	38	7.957324334064419e-5	locityper_better	0.28441214311209245
MLPH	-3.6943801805493345e-4	38	3.6943801805493345e-4	locityper_better	0.28441214311209245
MOGS	-9.400238560346124e-5	38	9.400238560346124e-5	locityper_better	0.28441214311209245
MPG	-0.009795549773465811	37	0.009795549773465811	locityper_better	0.28441214311209245
MST1R	-3.548464300911441e-5	38	3.548464300911441e-5	locityper_better	0.28441214311209245
MUC1	-2.350735018881083e-4	37	2.350735018881083e-4	locityper_better	0.28441214311209245
MUC12	0.004954742423758613	36	0.004954742423758613	cosigt_better	0.28441214311209245
MUC13	-8.007444147942269e-6	38	8.007444147942269e-6	locityper_better	0.28441214311209245
MUC15	-1.852091266252291e-4	38	1.852091266252291e-4	locityper_better	0.28441214311209245
MUC16	0	37	0	locityper_better	0.28441214311209245
MUC19	-4.749475702601202e-6	38	4.749475702601202e-6	locityper_better	0.28441214311209245
MUC2	-0.0025531973671619936	37	0.0025531973671619936	locityper_better	0.28441214311209245
MUC20	0.28441214311209245	26	0.28441214311209245	cosigt_better	0.28441214311209245
MUC21	-6.941109508540433e-5	38	6.941109508540433e-5	locityper_better	0.28441214311209245
MUC22	-3.1553731612830054e-6	38	3.1553731612830054e-6	locityper_better	0.28441214311209245
MUC4	-0.002927204861256046	38	0.002927204861256046	locityper_better	0.28441214311209245
MUC5AC	-2.146239216850848e-5	38	2.146239216850848e-5	locityper_better	0.28441214311209245
MUC5B	-0.0011811088263859752	38	0.0011811088263859752	locityper_better	0.28441214311209245
MUC6	-0.019631331659111937	38	0.019631331659111937	locityper_better	0.28441214311209245
MUC7	-1.2530442743876893e-7	38	1.2530442743876893e-7	locityper_better	0.28441214311209245
MUSK	-1.9830216652442692e-4	38	1.9830216652442692e-4	locityper_better	0.28441214311209245
MYO9B	-4.7303842107700074e-8	38	4.7303842107700074e-8	locityper_better	0.28441214311209245
MYOT	-4.466853219189203e-5	38	4.466853219189203e-5	locityper_better	0.28441214311209245
MYT1	-8.39232545012197e-5	38	8.39232545012197e-5	locityper_better	0.28441214311209245
NACA	-6.651149388828108e-5	38	6.651149388828108e-5	locityper_better	0.28441214311209245
NDUFA6	-5.605044821251838e-6	38	5.605044821251838e-6	locityper_better	0.28441214311209245
NDUFAF1	-2.1986789836948772e-4	38	2.1986789836948772e-4	locityper_better	0.28441214311209245
NDUFB1	-9.406417183530195e-6	38	9.406417183530195e-6	locityper_better	0.28441214311209245
NDUFV3	-2.0579662945906962e-4	38	2.0579662945906962e-4	locityper_better	0.28441214311209245
NLRP12	-7.827533875549856e-6	38	7.827533875549856e-6	locityper_better	0.28441214311209245
NLRP2	-2.0583201921458263e-6	38	2.0583201921458263e-6	locityper_better	0.28441214311209245
NOD1	-0.007403534598678986	38	0.007403534598678986	locityper_better	0.28441214311209245
NPM1	-2.1220629104801774e-4	38	2.1220629104801774e-4	locityper_better	0.28441214311209245
NPPA	-2.73708137683868e-5	38	2.73708137683868e-5	locityper_better	0.28441214311209245
OPRL1	-8.759519297390963e-4	38	8.759519297390963e-4	locityper_better	0.28441214311209245
ORC6	-6.237035187462269e-4	38	6.237035187462269e-4	locityper_better	0.28441214311209245
P2RX2	-4.2132472872903284e-4	38	4.2132472872903284e-4	locityper_better	0.28441214311209245
P2RX5	-0.00571972166074531	37	0.00571972166074531	locityper_better	0.28441214311209245
PAPSS2	-2.3042153026279285e-6	38	2.3042153026279285e-6	locityper_better	0.28441214311209245
PCBP1	-1.4984463402518394e-4	38	1.4984463402518394e-4	locityper_better	0.28441214311209245
PCCB	3.2497804297606392e-6	38	3.2497804297606392e-6	cosigt_better	0.28441214311209245
PCDHA10	-1.1128383229897263e-6	38	1.1128383229897263e-6	locityper_better	0.28441214311209245
PCMT1	-6.789162976809798e-7	38	6.789162976809798e-7	locityper_better	0.28441214311209245
PDE6B	-5.806288585788174e-4	38	5.806288585788174e-4	locityper_better	0.28441214311209245
PDLIM3	-9.104481740756605e-6	38	9.104481740756605e-6	locityper_better	0.28441214311209245
PDPK1	0	38	0	locityper_better	0.28441214311209245
PDSS1	-6.244468135899928e-6	38	6.244468135899928e-6	locityper_better	0.28441214311209245
PEX5	-4.910851143380689e-4	38	4.910851143380689e-4	locityper_better	0.28441214311209245
PGAM5	-8.469879414793309e-4	38	8.469879414793309e-4	locityper_better	0.28441214311209245
PHKG2	-0.005131820893431785	38	0.005131820893431785	locityper_better	0.28441214311209245
PIGV	-1.5650445777637122e-5	38	1.5650445777637122e-5	locityper_better	0.28441214311209245
PKD1	-7.307260123704894e-5	35	7.307260123704894e-5	locityper_better	0.28441214311209245
PKN3	8.196210028253077e-6	38	8.196210028253077e-6	cosigt_better	0.28441214311209245
PLTP	-3.467742286850817e-6	38	3.467742286850817e-6	locityper_better	0.28441214311209245
PNKP	-3.194217660468098e-6	38	3.194217660468098e-6	locityper_better	0.28441214311209245
PPIA	-1.4970886190740042e-5	38	1.4970886190740042e-5	locityper_better	0.28441214311209245
PPIP5K1	-2.6489472796787654e-6	38	2.6489472796787654e-6	locityper_better	0.28441214311209245
PRG4	1.3925750993562338e-4	38	1.3925750993562338e-4	cosigt_better	0.28441214311209245
PRKCG	-1.0516997591826765e-4	38	1.0516997591826765e-4	locityper_better	0.28441214311209245
PROZ	-0.0018032814215649057	38	0.0018032814215649057	locityper_better	0.28441214311209245
PSPH	-2.5229170675288025e-5	38	2.5229170675288025e-5	locityper_better	0.28441214311209245
PTEN	-1.4470988229322985e-6	38	1.4470988229322985e-6	locityper_better	0.28441214311209245
PTK6	-9.324453197238583e-4	38	9.324453197238583e-4	locityper_better	0.28441214311209245
PTPRC	-3.481404693376032e-6	38	3.481404693376032e-6	locityper_better	0.28441214311209245
PXDN	0	38	0	locityper_better	0.28441214311209245
RFX2	-6.199274015577738e-7	37	6.199274015577738e-7	locityper_better	0.28441214311209245
RGPD3	-2.38816619767091e-4	38	2.38816619767091e-4	locityper_better	0.28441214311209245
RHCE	5.73756991196468e-7	38	5.73756991196468e-7	cosigt_better	0.28441214311209245
RHOA	-2.496833421187258e-5	38	2.496833421187258e-5	locityper_better	0.28441214311209245
RNF212	-2.0491612581920232e-5	38	2.0491612581920232e-5	locityper_better	0.28441214311209245
RNF213	3.816014583286246e-5	38	3.816014583286246e-5	cosigt_better	0.28441214311209245
RPIA	-6.694841257723982e-6	38	6.694841257723982e-6	locityper_better	0.28441214311209245
RPL22	3.984220330273751e-6	38	3.984220330273751e-6	cosigt_better	0.28441214311209245
RPN1	-0.005441793544637253	38	0.005441793544637253	locityper_better	0.28441214311209245
SAR1B	1.41118023992595e-5	38	1.41118023992595e-5	cosigt_better	0.28441214311209245
SBK3	-2.2080164032495762e-4	38	2.2080164032495762e-4	locityper_better	0.28441214311209245
SEC63	-9.637329654778426e-6	38	9.637329654778426e-6	locityper_better	0.28441214311209245
SEMG1	-1.873882800819065e-4	38	1.873882800819065e-4	locityper_better	0.28441214311209245
SERPINF2	-4.7625554066205365e-6	38	4.7625554066205365e-6	locityper_better	0.28441214311209245
SH2B1	-6.63532370852583e-4	38	6.63532370852583e-4	locityper_better	0.28441214311209245
SIGLEC16	-2.8128678267595846e-6	38	2.8128678267595846e-6	locityper_better	0.28441214311209245
SLC17A5	-3.356442311606354e-5	38	3.356442311606354e-5	locityper_better	0.28441214311209245
SLC22A1	-3.271948108038746e-5	38	3.271948108038746e-5	locityper_better	0.28441214311209245
SLC22A12	-3.128839378226633e-4	38	3.128839378226633e-4	locityper_better	0.28441214311209245
SLC27A4	-1.875882647918769e-6	38	1.875882647918769e-6	locityper_better	0.28441214311209245
SLC27A5	-1.0680274535685955e-4	37	1.0680274535685955e-4	locityper_better	0.28441214311209245
SLC29A4	0	38	0	locityper_better	0.28441214311209245
SLC6A18	-1.822145754667734e-4	38	1.822145754667734e-4	locityper_better	0.28441214311209245
SLC6A3	0	38	0	locityper_better	0.28441214311209245
SMG1	-3.2474238053160966e-5	37	3.2474238053160966e-5	locityper_better	0.28441214311209245
SMOC2	-8.462675222575278e-8	38	8.462675222575278e-8	locityper_better	0.28441214311209245
SNTG2	9.657633355815566e-4	37	9.657633355815566e-4	cosigt_better	0.28441214311209245
SOHLH1	-2.427278750066617e-5	38	2.427278750066617e-5	locityper_better	0.28441214311209245
SPI1	-0.0010571136761996773	38	0.0010571136761996773	locityper_better	0.28441214311209245
SPRN	-5.152642083326853e-4	38	5.152642083326853e-4	locityper_better	0.28441214311209245
SRR	-1.4866616374856721e-5	38	1.4866616374856721e-5	locityper_better	0.28441214311209245
SSTR5	-1.1512326555019138e-4	38	1.1512326555019138e-4	locityper_better	0.28441214311209245
STK11	-3.0718216526488054e-6	38	3.0718216526488054e-6	locityper_better	0.28441214311209245
STXBP2	-2.982531359188473e-5	38	2.982531359188473e-5	locityper_better	0.28441214311209245
SUZ12	-1.0483782823075153e-6	38	1.0483782823075153e-6	locityper_better	0.28441214311209245
TAP1	-9.192294973650941e-6	38	9.192294973650941e-6	locityper_better	0.28441214311209245
TAP2	-5.02072473070265e-7	38	5.02072473070265e-7	locityper_better	0.28441214311209245
TBXA2R	-5.51608686518699e-5	37	5.51608686518699e-5	locityper_better	0.28441214311209245
TCF3	-4.8672960454154484e-4	38	4.8672960454154484e-4	locityper_better	0.28441214311209245
TERT	-9.761034015846142e-4	38	9.761034015846142e-4	locityper_better	0.28441214311209245
THBS2	-1.8490888813072394e-5	38	1.8490888813072394e-5	locityper_better	0.28441214311209245
TJP2	-3.641681291662698e-7	37	3.641681291662698e-7	locityper_better	0.28441214311209245
TM4SF19	-7.442069358221407e-4	37	7.442069358221407e-4	locityper_better	0.28441214311209245
TMC6	-1.8982887630075433e-4	38	1.8982887630075433e-4	locityper_better	0.28441214311209245
TNNI3	-7.255567483396419e-4	38	7.255567483396419e-4	locityper_better	0.28441214311209245
TNNT1	-4.6693643671865033e-4	38	4.6693643671865033e-4	locityper_better	0.28441214311209245
TPCN2	-5.314638122387022e-6	38	5.314638122387022e-6	locityper_better	0.28441214311209245
TPO	-0.001357732460407735	38	0.001357732460407735	locityper_better	0.28441214311209245
TRAPPC10	-0.0014334132214089826	38	0.0014334132214089826	locityper_better	0.28441214311209245
TRBV9	-8.462324542730102e-6	38	8.462324542730102e-6	locityper_better	0.28441214311209245
TRMT1	-9.984232919515923e-5	38	9.984232919515923e-5	locityper_better	0.28441214311209245
TRPM4	-7.111474507653757e-4	38	7.111474507653757e-4	locityper_better	0.28441214311209245
