gene_name	quality	n	total	percent
CHL1	high: >33	76	76	100
CHRNA4	mid: >23, <=33	4	76	5.263157894736842
CHRNA4	high: >33	72	76	94.73684210526315
CLCN7	mid: >23, <=33	1	76	1.3157894736842104
CLCN7	high: >33	75	76	98.68421052631578
CNR2	mid: >23, <=33	5	76	6.578947368421052
CNR2	high: >33	71	76	93.42105263157895
COL18A1	mid: >23, <=33	1	76	1.3157894736842104
COL18A1	high: >33	75	76	98.68421052631578
COL6A1	very low: <= 17	1	76	1.3157894736842104
COL6A1	low: >17, <= 23	4	76	5.263157894736842
COL6A1	mid: >23, <=33	7	76	9.210526315789473
COL6A1	high: >33	64	76	84.21052631578947
COX14	mid: >23, <=33	31	76	40.78947368421053
COX14	high: >33	45	76	59.210526315789465
COX6B1	mid: >23, <=33	6	76	7.894736842105263
COX6B1	high: >33	70	76	92.10526315789474
CREB3L3	mid: >23, <=33	1	76	1.3157894736842104
CREB3L3	high: >33	75	76	98.68421052631578
CTDP1	very low: <= 17	2	76	2.631578947368421
CTDP1	low: >17, <= 23	2	76	2.631578947368421
CTDP1	mid: >23, <=33	11	76	14.473684210526317
CTDP1	high: >33	61	76	80.26315789473685
CYB5R3	high: >33	76	76	100
CYP2A13	low: >17, <= 23	3	76	3.9473684210526314
CYP2A13	mid: >23, <=33	17	76	22.36842105263158
CYP2A13	high: >33	56	76	73.68421052631578
CYP2A7	high: >33	76	76	100
CYP2B6	high: >33	76	76	100
CYP2C18	mid: >23, <=33	1	76	1.3157894736842104
CYP2C18	high: >33	75	76	98.68421052631578
CYP2C19	high: >33	76	76	100
CYP2C8	mid: >23, <=33	1	76	1.3157894736842104
CYP2C8	high: >33	75	76	98.68421052631578
CYP2C9	high: >33	76	76	100
CYP2D6	very low: <= 17	4	76	5.263157894736842
CYP2D6	mid: >23, <=33	1	76	1.3157894736842104
CYP2D6	high: >33	71	76	93.42105263157895
CYP2E1	low: >17, <= 23	2	76	2.631578947368421
CYP2E1	mid: >23, <=33	5	76	6.578947368421052
CYP2E1	high: >33	69	76	90.78947368421053
CYP2F1	mid: >23, <=33	1	76	1.3157894736842104
CYP2F1	high: >33	75	76	98.68421052631578
CYP2G1P	high: >33	76	76	100
CYP2J2	high: >33	76	76	100
CYP2R1	mid: >23, <=33	6	76	7.894736842105263
CYP2R1	high: >33	70	76	92.10526315789474
CYP2S1	mid: >23, <=33	12	76	15.789473684210526
CYP2S1	high: >33	64	76	84.21052631578947
CYP2U1	mid: >23, <=33	7	76	9.210526315789473
CYP2U1	high: >33	69	76	90.78947368421053
CYP2W1	very low: <= 17	3	76	3.9473684210526314
CYP2W1	low: >17, <= 23	1	76	1.3157894736842104
CYP2W1	mid: >23, <=33	6	76	7.894736842105263
CYP2W1	high: >33	66	76	86.8421052631579
CYP4F12	mid: >23, <=33	1	76	1.3157894736842104
CYP4F12	high: >33	75	76	98.68421052631578
CYP4F3	mid: >23, <=33	30	76	39.473684210526315
CYP4F3	high: >33	46	76	60.526315789473685
D2HGDH	mid: >23, <=33	1	76	1.3157894736842104
D2HGDH	high: >33	75	76	98.68421052631578
DAZL	high: >33	76	76	100
DCLRE1C	high: >33	76	76	100
DEAF1	mid: >23, <=33	1	76	1.3157894736842104
DEAF1	high: >33	75	76	98.68421052631578
DMPK	mid: >23, <=33	9	76	11.842105263157894
DMPK	high: >33	67	76	88.1578947368421
DNMT3L	low: >17, <= 23	21	76	27.631578947368425
DNMT3L	mid: >23, <=33	5	76	6.578947368421052
DNMT3L	high: >33	50	76	65.78947368421053
DOK7	very low: <= 17	1	76	1.3157894736842104
DOK7	mid: >23, <=33	1	76	1.3157894736842104
DOK7	high: >33	74	76	97.36842105263158
DPY19L2	high: >33	76	76	100
DRD4	very low: <= 17	1	76	1.3157894736842104
DRD4	low: >17, <= 23	4	76	5.263157894736842
DRD4	mid: >23, <=33	2	76	2.631578947368421
DRD4	high: >33	69	76	90.78947368421053
DSPP	low: >17, <= 23	9	76	11.842105263157894
DSPP	mid: >23, <=33	26	76	34.21052631578947
DSPP	high: >33	41	76	53.94736842105263
ECHS1	low: >17, <= 23	1	76	1.3157894736842104
ECHS1	mid: >23, <=33	3	76	3.9473684210526314
ECHS1	high: >33	72	76	94.73684210526315
EEF1A2	very low: <= 17	2	76	2.631578947368421
EEF1A2	mid: >23, <=33	11	76	14.473684210526317
EEF1A2	high: >33	63	76	82.89473684210526
EIF2B5	mid: >23, <=33	1	74	1.3513513513513513
EIF2B5	high: >33	73	74	98.64864864864865
ENO3	mid: >23, <=33	7	76	9.210526315789473
ENO3	high: >33	69	76	90.78947368421053
ESPN	high: >33	76	76	100
ESRRA	very low: <= 17	6	76	7.894736842105263
ESRRA	mid: >23, <=33	6	76	7.894736842105263
ESRRA	high: >33	64	76	84.21052631578947
ETFB	low: >17, <= 23	4	76	5.263157894736842
ETFB	mid: >23, <=33	2	76	2.631578947368421
ETFB	high: >33	70	76	92.10526315789474
ETHE1	very low: <= 17	18	76	23.684210526315788
ETHE1	mid: >23, <=33	3	76	3.9473684210526314
ETHE1	high: >33	55	76	72.36842105263158
EXTL2	high: >33	76	76	100
F7	very low: <= 17	7	76	9.210526315789473
F7	low: >17, <= 23	1	76	1.3157894736842104
F7	mid: >23, <=33	10	76	13.157894736842104
F7	high: >33	58	76	76.31578947368422
FAT1	high: >33	76	76	100
FCGR2B	very low: <= 17	12	76	15.789473684210526
FCGR2B	low: >17, <= 23	12	76	15.789473684210526
FCGR2B	mid: >23, <=33	10	76	13.157894736842104
FCGR2B	high: >33	42	76	55.26315789473685
FCGR3A	high: >33	76	76	100
FGF3	mid: >23, <=33	13	76	17.105263157894736
FGF3	high: >33	63	76	82.89473684210526
FGFRL1	low: >17, <= 23	1	76	1.3157894736842104
FGFRL1	mid: >23, <=33	1	76	1.3157894736842104
FGFRL1	high: >33	74	76	97.36842105263158
FKBP8	mid: >23, <=33	8	76	10.526315789473683
FKBP8	high: >33	68	76	89.47368421052632
FLAD1	mid: >23, <=33	30	76	39.473684210526315
FLAD1	high: >33	46	76	60.526315789473685
FLG	very low: <= 17	7	76	9.210526315789473
FLG	low: >17, <= 23	2	76	2.631578947368421
FLG	mid: >23, <=33	3	76	3.9473684210526314
FLG	high: >33	64	76	84.21052631578947
FLT4	low: >17, <= 23	1	76	1.3157894736842104
FLT4	mid: >23, <=33	1	76	1.3157894736842104
FLT4	high: >33	74	76	97.36842105263158
FOXN1	mid: >23, <=33	1	76	1.3157894736842104
FOXN1	high: >33	75	76	98.68421052631578
FSCN2	low: >17, <= 23	3	76	3.9473684210526314
FSCN2	mid: >23, <=33	29	76	38.15789473684211
FSCN2	high: >33	44	76	57.89473684210527
FUT1	very low: <= 17	1	76	1.3157894736842104
FUT1	low: >17, <= 23	7	76	9.210526315789473
FUT1	mid: >23, <=33	11	76	14.473684210526317
FUT1	high: >33	57	76	75
FXN	high: >33	76	76	100
G6PC3	mid: >23, <=33	6	76	7.894736842105263
G6PC3	high: >33	70	76	92.10526315789474
GAK	mid: >23, <=33	2	76	2.631578947368421
GAK	high: >33	74	76	97.36842105263158
GALR1	very low: <= 17	3	76	3.9473684210526314
GALR1	low: >17, <= 23	7	76	9.210526315789473
GALR1	mid: >23, <=33	2	76	2.631578947368421
GALR1	high: >33	64	76	84.21052631578947
GALT	mid: >23, <=33	20	76	26.31578947368421
GALT	high: >33	56	76	73.68421052631578
GCSH	high: >33	76	76	100
GDF3	very low: <= 17	4	76	5.263157894736842
GDF3	mid: >23, <=33	2	76	2.631578947368421
GDF3	high: >33	70	76	92.10526315789474
GIP	mid: >23, <=33	1	76	1.3157894736842104
GIP	high: >33	75	76	98.68421052631578
GOLGA3	mid: >23, <=33	8	76	10.526315789473683
GOLGA3	high: >33	68	76	89.47368421052632
GP1BA	mid: >23, <=33	8	76	10.526315789473683
GP1BA	high: >33	68	76	89.47368421052632
GP6	mid: >23, <=33	6	76	7.894736842105263
GP6	high: >33	70	76	92.10526315789474
GPI	mid: >23, <=33	1	76	1.3157894736842104
GPI	high: >33	75	76	98.68421052631578
GPIHBP1	very low: <= 17	37	74	50
GPIHBP1	low: >17, <= 23	2	74	2.7027027027027026
GPIHBP1	mid: >23, <=33	1	74	1.3513513513513513
GPIHBP1	high: >33	34	74	45.94594594594595
GRIN1	low: >17, <= 23	4	76	5.263157894736842
GRIN1	mid: >23, <=33	14	76	18.421052631578945
GRIN1	high: >33	58	76	76.31578947368422
GUSB	high: >33	76	76	100
H19	mid: >23, <=33	4	76	5.263157894736842
H19	high: >33	72	76	94.73684210526315
HBG1	very low: <= 17	2	76	2.631578947368421
HBG1	mid: >23, <=33	4	76	5.263157894736842
HBG1	high: >33	70	76	92.10526315789474
HBM	very low: <= 17	3	74	4.054054054054054
HBM	low: >17, <= 23	3	74	4.054054054054054
HBM	mid: >23, <=33	23	74	31.08108108108108
HBM	high: >33	45	74	60.810810810810814
HCN2	high: >33	76	76	100
HCN3	mid: >23, <=33	4	76	5.263157894736842
HCN3	high: >33	72	76	94.73684210526315
HLA-A	high: >33	76	76	100
HLA-B	high: >33	76	76	100
HLA-C	high: >33	76	76	100
HLA-DMA	high: >33	76	76	100
HLA-DMB	mid: >23, <=33	2	76	2.631578947368421
HLA-DMB	high: >33	74	76	97.36842105263158
HLA-DOA	mid: >23, <=33	1	76	1.3157894736842104
HLA-DOA	high: >33	75	76	98.68421052631578
HLA-DPA1	mid: >23, <=33	2	76	2.631578947368421
HLA-DPA1	high: >33	74	76	97.36842105263158
HLA-DPB2	high: >33	76	76	100
HLA-DQA1	mid: >23, <=33	3	76	3.9473684210526314
HLA-DQA1	high: >33	73	76	96.05263157894737
HLA-DQA2	mid: >23, <=33	1	76	1.3157894736842104
HLA-DQA2	high: >33	75	76	98.68421052631578
HLA-DQB1	low: >17, <= 23	1	46	2.1739130434782608
HLA-DQB1	mid: >23, <=33	1	46	2.1739130434782608
HLA-DQB1	high: >33	44	46	95.65217391304348
HLA-DQB2	high: >33	76	76	100
HLA-DRA	low: >17, <= 23	4	76	5.263157894736842
HLA-DRA	mid: >23, <=33	2	76	2.631578947368421
HLA-DRA	high: >33	70	76	92.10526315789474
HLA-DRB5	high: >33	76	76	100
HLA-E	mid: >23, <=33	3	76	3.9473684210526314
HLA-E	high: >33	73	76	96.05263157894737
HLA-F	mid: >23, <=33	15	76	19.736842105263158
HLA-F	high: >33	61	76	80.26315789473685
HLA-G	high: >33	76	76	100
HLA-J	high: >33	76	76	100
HLA-L	mid: >23, <=33	1	76	1.3157894736842104
HLA-L	high: >33	75	76	98.68421052631578
HLA-N	mid: >23, <=33	3	76	3.9473684210526314
HLA-N	high: >33	73	76	96.05263157894737
HLA-S	mid: >23, <=33	4	76	5.263157894736842
HLA-S	high: >33	72	76	94.73684210526315
HMGCL	mid: >23, <=33	7	76	9.210526315789473
HMGCL	high: >33	69	76	90.78947368421053
HMX1	high: >33	76	76	100
HNF1A	low: >17, <= 23	3	76	3.9473684210526314
HNF1A	mid: >23, <=33	14	76	18.421052631578945
HNF1A	high: >33	59	76	77.63157894736842
HOXB8	mid: >23, <=33	5	76	6.578947368421052
HOXB8	high: >33	71	76	93.42105263157895
HPD	high: >33	74	74	100
HSD11B2	mid: >23, <=33	14	76	18.421052631578945
HSD11B2	high: >33	62	76	81.57894736842105
HYAL1	very low: <= 17	24	76	31.57894736842105
HYAL1	mid: >23, <=33	8	76	10.526315789473683
HYAL1	high: >33	44	76	57.89473684210527
HYDIN	high: >33	74	74	100
IFITM3	very low: <= 17	5	76	6.578947368421052
IFITM3	low: >17, <= 23	1	76	1.3157894736842104
IFITM3	high: >33	70	76	92.10526315789474
IFNL3	mid: >23, <=33	7	76	9.210526315789473
IFNL3	high: >33	69	76	90.78947368421053
IKBKB	high: >33	76	76	100
IMPA1	mid: >23, <=33	8	76	10.526315789473683
IMPA1	high: >33	68	76	89.47368421052632
INPP5E	very low: <= 17	1	76	1.3157894736842104
INPP5E	low: >17, <= 23	22	76	28.947368421052634
INPP5E	mid: >23, <=33	7	76	9.210526315789473
INPP5E	high: >33	46	76	60.526315789473685
INSL3	mid: >23, <=33	3	76	3.9473684210526314
INSL3	high: >33	73	76	96.05263157894737
JAG2	very low: <= 17	8	74	10.81081081081081
JAG2	low: >17, <= 23	4	74	5.405405405405405
JAG2	mid: >23, <=33	2	74	2.7027027027027026
JAG2	high: >33	60	74	81.08108108108108
KCNE1	mid: >23, <=33	1	76	1.3157894736842104
KCNE1	high: >33	75	76	98.68421052631578
KCNK1	high: >33	76	76	100
KCNK10	high: >33	76	76	100
KCNK12	high: >33	76	76	100
KCNK13	high: >33	76	76	100
KCNK15	mid: >23, <=33	1	76	1.3157894736842104
KCNK15	high: >33	75	76	98.68421052631578
KCNK17	mid: >23, <=33	1	76	1.3157894736842104
KCNK17	high: >33	75	76	98.68421052631578
KCNK18	mid: >23, <=33	1	76	1.3157894736842104
KCNK18	high: >33	75	76	98.68421052631578
KCNK2	high: >33	74	74	100
KCNK3	mid: >23, <=33	1	76	1.3157894736842104
KCNK3	high: >33	75	76	98.68421052631578
KCNK4	mid: >23, <=33	1	76	1.3157894736842104
KCNK4	high: >33	75	76	98.68421052631578
KCNK5	high: >33	76	76	100
KCNK6	mid: >23, <=33	10	76	13.157894736842104
KCNK6	high: >33	66	76	86.8421052631579
KCNK7	mid: >23, <=33	1	76	1.3157894736842104
KCNK7	high: >33	75	76	98.68421052631578
KCNK9	high: >33	76	76	100
KCNV2	mid: >23, <=33	12	76	15.789473684210526
KCNV2	high: >33	64	76	84.21052631578947
KDM2B	high: >33	76	76	100
KIR3DL2	high: >33	76	76	100
KISS1	mid: >23, <=33	2	76	2.631578947368421
KISS1	high: >33	74	76	97.36842105263158
KISS1R	mid: >23, <=33	12	72	16.666666666666664
KISS1R	high: >33	60	72	83.33333333333334
KLF11	mid: >23, <=33	18	76	23.684210526315788
KLF11	high: >33	58	76	76.31578947368422
KLF14	mid: >23, <=33	3	76	3.9473684210526314
KLF14	high: >33	73	76	96.05263157894737
KLK4	low: >17, <= 23	1	76	1.3157894736842104
KLK4	high: >33	75	76	98.68421052631578
KMT2C	high: >33	76	76	100
KNG1	high: >33	76	76	100
KRTAP1-1	mid: >23, <=33	5	74	6.756756756756757
KRTAP1-1	high: >33	69	74	93.24324324324324
LAMB1	high: >33	76	76	100
LBR	high: >33	76	76	100
LIPN	mid: >23, <=33	11	76	14.473684210526317
LIPN	high: >33	65	76	85.52631578947368
LIX1	high: >33	76	76	100
LMF1	mid: >23, <=33	1	74	1.3513513513513513
LMF1	high: >33	73	74	98.64864864864865
LMNB2	low: >17, <= 23	11	74	14.864864864864865
LMNB2	mid: >23, <=33	2	74	2.7027027027027026
LMNB2	high: >33	61	74	82.43243243243244
LRIG2	high: >33	76	76	100
LZTFL1	mid: >23, <=33	1	76	1.3157894736842104
LZTFL1	high: >33	75	76	98.68421052631578
MAFA	low: >17, <= 23	1	76	1.3157894736842104
MAFA	mid: >23, <=33	2	76	2.631578947368421
MAFA	high: >33	73	76	96.05263157894737
MAN1B1	mid: >23, <=33	1	76	1.3157894736842104
MAN1B1	high: >33	75	76	98.68421052631578
MARVELD2	mid: >23, <=33	10	76	13.157894736842104
MARVELD2	high: >33	66	76	86.8421052631579
MASP2	mid: >23, <=33	15	76	19.736842105263158
MASP2	high: >33	61	76	80.26315789473685
MBOAT7	low: >17, <= 23	1	76	1.3157894736842104
MBOAT7	mid: >23, <=33	5	76	6.578947368421052
MBOAT7	high: >33	70	76	92.10526315789474
MC1R	mid: >23, <=33	13	74	17.56756756756757
MC1R	high: >33	61	74	82.43243243243244
MDK	low: >17, <= 23	2	76	2.631578947368421
MDK	mid: >23, <=33	1	76	1.3157894736842104
MDK	high: >33	73	76	96.05263157894737
MICB	mid: >23, <=33	3	76	3.9473684210526314
MICB	high: >33	73	76	96.05263157894737
MLC1	low: >17, <= 23	1	76	1.3157894736842104
MLC1	mid: >23, <=33	6	76	7.894736842105263
MLC1	high: >33	69	76	90.78947368421053
MLPH	low: >17, <= 23	6	76	7.894736842105263
MLPH	mid: >23, <=33	6	76	7.894736842105263
MLPH	high: >33	64	76	84.21052631578947
MOGS	very low: <= 17	2	76	2.631578947368421
MOGS	mid: >23, <=33	11	76	14.473684210526317
MOGS	high: >33	63	76	82.89473684210526
MPG	very low: <= 17	19	74	25.675675675675674
MPG	low: >17, <= 23	6	74	8.108108108108109
MPG	high: >33	49	74	66.21621621621621
MST1R	mid: >23, <=33	2	76	2.631578947368421
MST1R	high: >33	74	76	97.36842105263158
MUC1	very low: <= 17	14	74	18.91891891891892
MUC1	low: >17, <= 23	29	74	39.189189189189186
MUC1	mid: >23, <=33	11	74	14.864864864864865
MUC1	high: >33	20	74	27.027027027027028
MUC12	high: >33	72	72	100
MUC13	mid: >23, <=33	2	76	2.631578947368421
MUC13	high: >33	74	76	97.36842105263158
MUC15	mid: >23, <=33	17	76	22.36842105263158
MUC15	high: >33	59	76	77.63157894736842
MUC16	high: >33	74	74	100
MUC19	low: >17, <= 23	1	76	1.3157894736842104
MUC19	high: >33	75	76	98.68421052631578
MUC2	very low: <= 17	4	74	5.405405405405405
MUC2	low: >17, <= 23	2	74	2.7027027027027026
MUC2	mid: >23, <=33	2	74	2.7027027027027026
MUC2	high: >33	66	74	89.1891891891892
MUC20	very low: <= 17	10	52	19.230769230769234
MUC20	low: >17, <= 23	7	52	13.461538461538462
MUC20	mid: >23, <=33	6	52	11.538461538461538
MUC20	high: >33	29	52	55.769230769230774
MUC21	low: >17, <= 23	1	76	1.3157894736842104
MUC21	mid: >23, <=33	8	76	10.526315789473683
MUC21	high: >33	67	76	88.1578947368421
MUC22	high: >33	76	76	100
MUC4	very low: <= 17	4	76	5.263157894736842
MUC4	low: >17, <= 23	9	76	11.842105263157894
MUC4	high: >33	63	76	82.89473684210526
MUC5AC	very low: <= 17	1	76	1.3157894736842104
MUC5AC	mid: >23, <=33	1	76	1.3157894736842104
MUC5AC	high: >33	74	76	97.36842105263158
MUC5B	very low: <= 17	1	76	1.3157894736842104
MUC5B	high: >33	75	76	98.68421052631578
MUC6	very low: <= 17	21	76	27.631578947368425
MUC6	low: >17, <= 23	4	76	5.263157894736842
MUC6	mid: >23, <=33	2	76	2.631578947368421
MUC6	high: >33	49	76	64.47368421052632
MUC7	high: >33	76	76	100
MUSK	low: >17, <= 23	1	76	1.3157894736842104
MUSK	mid: >23, <=33	12	76	15.789473684210526
MUSK	high: >33	63	76	82.89473684210526
MYO9B	high: >33	76	76	100
MYOT	high: >33	76	76	100
MYT1	mid: >23, <=33	2	76	2.631578947368421
MYT1	high: >33	74	76	97.36842105263158
NACA	mid: >23, <=33	3	76	3.9473684210526314
NACA	high: >33	73	76	96.05263157894737
NDUFA6	mid: >23, <=33	1	76	1.3157894736842104
NDUFA6	high: >33	75	76	98.68421052631578
NDUFAF1	low: >17, <= 23	2	76	2.631578947368421
NDUFAF1	mid: >23, <=33	6	76	7.894736842105263
NDUFAF1	high: >33	68	76	89.47368421052632
NDUFB1	high: >33	76	76	100
NDUFV3	mid: >23, <=33	8	76	10.526315789473683
NDUFV3	high: >33	68	76	89.47368421052632
NLRP12	high: >33	76	76	100
NLRP2	high: >33	76	76	100
NOD1	very low: <= 17	5	76	6.578947368421052
NOD1	high: >33	71	76	93.42105263157895
NPM1	low: >17, <= 23	1	76	1.3157894736842104
NPM1	mid: >23, <=33	4	76	5.263157894736842
NPM1	high: >33	71	76	93.42105263157895
NPPA	mid: >23, <=33	4	76	5.263157894736842
NPPA	high: >33	72	76	94.73684210526315
OPRL1	very low: <= 17	10	76	13.157894736842104
OPRL1	low: >17, <= 23	13	76	17.105263157894736
OPRL1	mid: >23, <=33	10	76	13.157894736842104
OPRL1	high: >33	43	76	56.57894736842105
ORC6	mid: >23, <=33	45	76	59.210526315789465
ORC6	high: >33	31	76	40.78947368421053
P2RX2	low: >17, <= 23	1	76	1.3157894736842104
P2RX2	mid: >23, <=33	29	76	38.15789473684211
P2RX2	high: >33	46	76	60.526315789473685
P2RX5	very low: <= 17	11	74	14.864864864864865
P2RX5	low: >17, <= 23	8	74	10.81081081081081
P2RX5	mid: >23, <=33	3	74	4.054054054054054
P2RX5	high: >33	52	74	70.27027027027027
PAPSS2	mid: >23, <=33	1	76	1.3157894736842104
PAPSS2	high: >33	75	76	98.68421052631578
PCBP1	mid: >23, <=33	17	76	22.36842105263158
PCBP1	high: >33	59	76	77.63157894736842
PCCB	high: >33	76	76	100
PCDHA10	high: >33	76	76	100
PCMT1	mid: >23, <=33	3	76	3.9473684210526314
PCMT1	high: >33	73	76	96.05263157894737
PDE6B	low: >17, <= 23	6	76	7.894736842105263
PDE6B	mid: >23, <=33	1	76	1.3157894736842104
PDE6B	high: >33	69	76	90.78947368421053
PDLIM3	high: >33	76	76	100
PDPK1	high: >33	76	76	100
PDSS1	high: >33	76	76	100
PEX5	low: >17, <= 23	3	76	3.9473684210526314
PEX5	mid: >23, <=33	20	76	26.31578947368421
PEX5	high: >33	53	76	69.73684210526315
PGAM5	very low: <= 17	3	76	3.9473684210526314
PGAM5	low: >17, <= 23	7	76	9.210526315789473
PGAM5	mid: >23, <=33	4	76	5.263157894736842
PGAM5	high: >33	62	76	81.57894736842105
PHKG2	very low: <= 17	18	76	23.684210526315788
PHKG2	mid: >23, <=33	23	76	30.263157894736842
PHKG2	high: >33	35	76	46.05263157894737
PIGV	high: >33	76	76	100
PKD1	mid: >23, <=33	4	70	5.714285714285714
PKD1	high: >33	66	70	94.28571428571428
PKN3	mid: >23, <=33	9	76	11.842105263157894
PKN3	high: >33	67	76	88.1578947368421
PLTP	high: >33	76	76	100
PNKP	high: >33	76	76	100
PPIA	high: >33	76	76	100
PPIP5K1	high: >33	76	76	100
PRG4	low: >17, <= 23	1	76	1.3157894736842104
PRG4	high: >33	75	76	98.68421052631578
PRKCG	mid: >23, <=33	14	76	18.421052631578945
PRKCG	high: >33	62	76	81.57894736842105
PROZ	very low: <= 17	9	76	11.842105263157894
PROZ	low: >17, <= 23	18	76	23.684210526315788
PROZ	mid: >23, <=33	8	76	10.526315789473683
PROZ	high: >33	41	76	53.94736842105263
PSPH	mid: >23, <=33	1	76	1.3157894736842104
PSPH	high: >33	75	76	98.68421052631578
PTEN	high: >33	76	76	100
PTK6	very low: <= 17	2	76	2.631578947368421
PTK6	low: >17, <= 23	1	76	1.3157894736842104
PTK6	mid: >23, <=33	4	76	5.263157894736842
PTK6	high: >33	69	76	90.78947368421053
PTPRC	high: >33	76	76	100
PXDN	high: >33	76	76	100
RFX2	high: >33	74	74	100
RGPD3	mid: >23, <=33	9	76	11.842105263157894
RGPD3	high: >33	67	76	88.1578947368421
RHCE	high: >33	76	76	100
RHOA	mid: >23, <=33	10	76	13.157894736842104
RHOA	high: >33	66	76	86.8421052631579
RNF212	mid: >23, <=33	5	76	6.578947368421052
RNF212	high: >33	71	76	93.42105263157895
RNF213	high: >33	76	76	100
RPIA	high: >33	76	76	100
RPL22	high: >33	76	76	100
RPN1	very low: <= 17	11	76	14.473684210526317
RPN1	low: >17, <= 23	1	76	1.3157894736842104
RPN1	high: >33	64	76	84.21052631578947
SAR1B	mid: >23, <=33	5	76	6.578947368421052
SAR1B	high: >33	71	76	93.42105263157895
SBK3	low: >17, <= 23	2	76	2.631578947368421
SBK3	mid: >23, <=33	4	76	5.263157894736842
SBK3	high: >33	70	76	92.10526315789474
SEC63	high: >33	76	76	100
SEMG1	mid: >23, <=33	26	76	34.21052631578947
SEMG1	high: >33	50	76	65.78947368421053
SERPINF2	high: >33	76	76	100
SH2B1	mid: >23, <=33	45	76	59.210526315789465
SH2B1	high: >33	31	76	40.78947368421053
SIGLEC16	high: >33	76	76	100
SLC17A5	low: >17, <= 23	1	76	1.3157894736842104
SLC17A5	mid: >23, <=33	4	76	5.263157894736842
SLC17A5	high: >33	71	76	93.42105263157895
SLC22A1	very low: <= 17	1	76	1.3157894736842104
SLC22A1	mid: >23, <=33	2	76	2.631578947368421
SLC22A1	high: >33	73	76	96.05263157894737
SLC22A12	low: >17, <= 23	1	76	1.3157894736842104
SLC22A12	mid: >23, <=33	22	76	28.947368421052634
SLC22A12	high: >33	53	76	69.73684210526315
SLC27A4	high: >33	76	76	100
SLC27A5	mid: >23, <=33	4	74	5.405405405405405
SLC27A5	high: >33	70	74	94.5945945945946
SLC29A4	high: >33	76	76	100
SLC6A18	low: >17, <= 23	1	76	1.3157894736842104
SLC6A18	mid: >23, <=33	4	76	5.263157894736842
SLC6A18	high: >33	71	76	93.42105263157895
SLC6A3	high: >33	76	76	100
SMG1	very low: <= 17	1	74	1.3513513513513513
SMG1	mid: >23, <=33	1	74	1.3513513513513513
SMG1	high: >33	72	74	97.2972972972973
SMOC2	high: >33	76	76	100
SNTG2	very low: <= 17	1	74	1.3513513513513513
SNTG2	high: >33	73	74	98.64864864864865
SOHLH1	mid: >23, <=33	1	76	1.3157894736842104
SOHLH1	high: >33	75	76	98.68421052631578
